"id"	"school"	"date"	"profile"	"trials_completed"	"trials_attempted"	"pc"	"rt_corr"	"rt_incorr"	"pc_1"	"pc_2"	"rt_1"	"rt_2"	"propLeft"	"bias"	"N_easy"	"N_mod"	"N_diff"	"pc_easy"	"pc_mod"	"pc_diff"	"rt_easy"	"rt_mod"	"rt_diff"	"N_noun"	"N_adj"	"N_verb"	"pc_noun"	"pc_adj"	"pc_verb"	"rt_noun"	"rt_adj"	"rt_verb"	"dob"	"age"	"SES"
"510"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	39	1	2487	NA	1	1	2479	2487	0.487179487179487	0	14	14	11	1	1	1	2399	2503	2694	21	8	10	1	1	1	2359	2849.5	2606.5	2013-03-13	3.16495550992471	"Mid"
"511"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	39	0.948717948717949	2565	NA	0.95	0.947368421052632	2595	2558	0.538461538461538	0	14	14	11	0.857142857142857	1	1	2561.5	2684	2373	20	8	11	1	1	0.818181818181818	2394	2797	2979	2012-10-09	3.58932238193018	"Mid"
"512"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	41	0.975609756097561	2011.5	NA	1	0.95	2176	1932	0.463414634146341	0	14	14	13	0.928571428571429	1	1	2651	1800	2377	22	8	11	1	0.875	1	1833	1969	2575	2012-10-22	3.55373032169747	"Mid"
"513"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	38	0.921052631578947	2720	NA	1	0.842105263157895	2848	2720	0.447368421052632	0	14	14	10	0.857142857142857	1	0.9	2416.5	3320	3765	20	8	10	1	0.875	0.8	2475.5	3394	3029	2013-01-16	3.31827515400411	"Mid"
"514"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	41	0.951219512195122	2393	NA	0.952380952380952	0.95	2393	2379.5	0.439024390243902	0	14	14	13	0.928571428571429	1	0.923076923076923	2276	2352.5	2555.5	22	8	11	0.954545454545455	0.875	1	2276	2393	2674	2013-01-24	3.29637234770705	"Mid"
"515"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	38	1	2996	NA	1	1	2825	3109	0.473684210526316	0	14	12	12	1	1	1	2700	2919.5	3341.5	22	7	9	1	1	1	3058.5	2984	2394	2013-01-19	3.31006160164271	"Mid"
"516"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	35	0.485714285714286	3108	4107.5	0.555555555555556	0.411764705882353	3123	3852	0.542857142857143	0	12	12	11	0.5	0.5	0.454545454545455	2852.5	4230.5	2799	18	8	9	0.555555555555556	0.5	0.333333333333333	3123	2369.5	4099	2013-05-16	2.98973305954825	"Mid"
"517"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	41	41	0.926829268292683	1999	NA	0.857142857142857	1	2209	1934	0.463414634146341	0	14	14	13	1	1	0.769230769230769	2078	2020	1999	22	8	11	0.909090909090909	1	0.909090909090909	1949	1826.5	2360.5	2012-10-12	3.58110882956879	"Mid"
"518"	"pestalozzi"	"2016-05-12"	"Espanol_Grupo2_imp"	40	35	0.771428571428571	2951	2869	0.722222222222222	0.823529411764706	3135	2941	0.314285714285714	1	13	9	13	0.846153846153846	0.888888888888889	0.615384615384615	3439	2324.5	2730	20	8	7	0.75	0.875	0.714285714285714	2584	3107	3616	2013-05-09	3.00889801505818	"Mid"
"520"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	41	0.878048780487805	2373	2986	0.952380952380952	0.8	2370	2402.5	0.414634146341463	0	14	14	13	0.857142857142857	0.857142857142857	0.923076923076923	2101	2402.5	2522	22	8	11	0.954545454545455	0.625	0.909090909090909	2367	2386	2378	2013-01-08	3.3429158110883	"Mid"
"521"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	36	0.888888888888889	3568.5	2899.5	0.888888888888889	0.888888888888889	3683.5	3487	0.444444444444444	0	14	9	13	1	1	0.692307692307692	3489.5	2857	3990	19	7	10	0.894736842105263	1	0.8	3777	3588	3487	2013-01-16	3.32101300479124	"Mid"
"522"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	41	0.853658536585366	2381	2922.5	0.857142857142857	0.85	2688	2369	0.48780487804878	0	14	14	13	0.714285714285714	1	0.846153846153846	2046	2539.5	2463	22	8	11	0.954545454545455	0.625	0.818181818181818	2214	2463	2582	2013-03-11	3.17316906228611	"Mid"
"523"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	40	29	0.793103448275862	3243	3027.5	0.866666666666667	0.714285714285714	3243	3026	0.344827586206897	1	11	9	9	0.727272727272727	0.888888888888889	0.777777777777778	3380.5	3036	3518	18	5	6	0.888888888888889	0.8	0.5	3528.5	3162	2496	2012-10-17	3.57015742642026	"Mid"
"524"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	41	0.585365853658537	1804.5	1711	0.523809523809524	0.65	1733	1799	0.268292682926829	1	14	14	13	0.571428571428571	0.571428571428571	0.615384615384615	1819	1786	1756.5	22	8	11	0.636363636363636	0.75	0.363636363636364	1804.5	1916	1702.5	2013-04-25	3.04996577686516	"Mid"
"525"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	38	0.947368421052632	2968	NA	1	0.894736842105263	3063	2877	0.526315789473684	0	14	14	10	0.928571428571429	1	0.9	2877	2995.5	2994	21	8	9	0.952380952380952	1	0.888888888888889	2330	3133.5	3144.5	2012-11-19	3.4798083504449	"Mid"
"526"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	39	0.82051282051282	2545	2397	0.8	0.842105263157895	2164.5	2931	0.435897435897436	0	12	14	13	0.833333333333333	0.857142857142857	0.769230769230769	2545	2529.5	2632.5	21	8	10	0.952380952380952	0.5	0.8	2125	3913	3052.5	2012-02-17	4.23545516769336	"Mid"
"527"	"pestalozzi"	"2016-05-16"	"Espanol_Grupo2_preg"	41	36	0.916666666666667	3119	NA	0.888888888888889	0.944444444444444	3114.5	3317.5	0.444444444444444	0	14	13	9	0.928571428571429	0.923076923076923	0.888888888888889	3012	3176	3554	19	7	10	0.947368421052632	0.714285714285714	1	3001.5	3425	3319	2013-04-17	3.08008213552361	"Mid"
"528"	"pestalozzi"	"2016-05-16"	"Espanol_Grupo2_preg"	41	34	0.882352941176471	2578.5	3748.5	0.941176470588235	0.823529411764706	2698	2941	0.470588235294118	0	11	12	11	1	0.833333333333333	0.818181818181818	3857	2658	2169	17	7	10	0.941176470588235	0.857142857142857	0.8	2414	2809	3013.5	2013-05-27	2.97056810403833	"Mid"
"529"	"pestalozzi"	"2016-05-16"	"Espanol_Grupo2_preg"	41	38	0.921052631578947	2397	NA	0.894736842105263	0.947368421052632	2337	2397	0.526315789473684	0	13	14	11	0.846153846153846	1	0.909090909090909	2526	2306	2516	22	7	9	0.863636363636364	1	1	2215	2240	2695	2013-01-02	3.36755646817248	"Mid"
"530"	"pestalozzi"	"2016-05-16"	"Espanol_Grupo2_preg"	41	40	0.825	2904	3553	0.85	0.8	3144.5	2913.5	0.5	0	14	14	12	0.928571428571429	0.928571428571429	0.583333333333333	2794	2848	3179	21	8	11	0.904761904761905	0.875	0.636363636363636	2847	2923	3376	2013-01-06	3.35660506502396	"Mid"
"550"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	34	0.794117647058823	3675	2199	0.823529411764706	0.764705882352941	3828	3097	0.352941176470588	1	14	11	9	0.857142857142857	0.818181818181818	0.666666666666667	3990.5	3828	3081.5	16	8	10	0.8125	0.5	1	2881	3231	4273.5	2013-04-26	3.00342231348392	"Low"
"551"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	41	0.560975609756098	2417	2294.5	0.619047619047619	0.5	2417	2372	0.414634146341463	0	14	14	13	0.714285714285714	0.571428571428571	0.384615384615385	2621.5	2434.5	2417	22	8	11	0.590909090909091	0.25	0.727272727272727	2417	2349.5	2555	2012-09-26	3.58384668035592	"Low"
"552"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	41	0.634146341463415	1795.5	2000	0.714285714285714	0.55	1964	1909	0.292682926829268	1	14	14	13	0.642857142857143	0.714285714285714	0.538461538461538	1728	2169	2960	22	8	11	0.863636363636364	0.375	0.363636363636364	1728	1940	2497.5	2013-03-04	3.14852840520192	"Low"
"553"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	24	0.75	3382	1622.5	0.75	0.75	3597.5	2736.5	0.541666666666667	0	11	7	6	1	0.571428571428571	0.5	3276	2760.5	NA	15	5	4	0.733333333333333	0.6	1	2617	5395	4153	2012-12-07	3.38672142368241	"Low"
"554"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	40	0.775	2288	2096	0.75	0.8	1765.5	2645	0.375	1	14	13	13	0.857142857142857	0.769230769230769	0.692307692307692	2236.5	2084.5	2593	21	8	11	0.761904761904762	0.75	0.818181818181818	1725.5	2543.5	2595	2013-01-30	3.23887748117728	"Low"
"555"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	36	0.722222222222222	2939	3709.5	0.611111111111111	0.833333333333333	3355.5	2980	0.694444444444444	1	13	11	12	0.769230769230769	0.818181818181818	0.583333333333333	2885	2914	2991	20	7	9	0.65	0.571428571428571	1	2406	2619	3096	2013-02-13	3.20054757015743	"Low"
"556"	"cayetano"	"2016-04-27"	"Espanol_Grupo1_imp"	41	41	0.951219512195122	2528	NA	1	0.9	2387	3317.5	0.51219512195122	0	14	14	13	0.857142857142857	1	1	2803	2457.5	2249	22	8	11	1	0.75	1	1892	2232	3711	2012-08-07	3.72073921971253	"Low"
"600"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	41	0.658536585365854	1946	1998	0.571428571428571	0.75	1997	1970.5	0.24390243902439	1	14	14	13	0.857142857142857	0.5	0.615384615384615	2104.5	1908	1920.5	22	8	11	0.590909090909091	0.875	0.636363636363636	1844	2143	2195	2013-01-25	3.27720739219713	"Low"
"601"	"cayetano"	"2016-04-28"	"Espanol_Grupo1_imp"	41	30	1	3195	NA	1	1	2831	3728	0.5	0	11	11	8	1	1	1	2366	2877	3875.5	17	4	9	1	1	1	2366	2427.5	3828	2013-03-25	3.09377138945927	"Low"
"602"	"cayetano"	"2016-04-28"	"Espanol_Grupo1_imp"	41	39	0.769230769230769	2450	2372	0.7	0.842105263157895	2465	2385	0.358974358974359	1	13	13	13	0.923076923076923	0.692307692307692	0.692307692307692	2402.5	2372	3547	22	7	10	0.818181818181818	0.714285714285714	0.7	2289	2704	3547	2013-02-11	3.20876112251882	"Low"
"603"	"cayetano"	"2016-04-28"	"Espanol_Grupo1_imp"	41	40	0.975	2799	NA	0.95	1	2541	2831.5	0.525	0	14	13	13	1	0.923076923076923	1	2699	2378.5	2852	22	7	11	1	1	0.909090909090909	2356	2802	2828.5	2013-05-27	2.92128678986995	"Low"
"604"	"cayetano"	"2016-04-28"	"Espanol_Grupo1_imp"	41	40	0.6	1931	2125	0.7	0.5	2288	1706	0.1	1	14	13	13	0.785714285714286	0.538461538461538	0.461538461538462	1942	1920	2553	22	7	11	0.727272727272727	0.285714285714286	0.545454545454545	1931	2322	1956	2012-09-14	3.61943874058864	"Low"
"605"	"cayetano"	"2016-05-04"	"Espanol_Grupo2_imp"	41	40	0.925	3294	NA	0.9	0.95	3148.5	3526	0.525	0	14	14	12	0.928571428571429	1	0.833333333333333	3169	3160.5	3670.5	22	8	10	0.954545454545455	0.75	1	3021	3867	3995	2013-05-19	2.9596167008898	"Low"
"605b"	"cayetano"	"2016-04-28"	"Espanol_Grupo1_imp"	41	40	0.975	2366	NA	0.95	1	2190	2429	0.475	0	14	14	12	1	1	0.916666666666667	2149.5	2587	2424	22	7	11	1	0.857142857142857	1	2022	2637	3273	NA	NA	"Low"
"606"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	40	0.875	2372	2536	0.9	0.85	2329.5	2502.5	0.475	0	14	14	12	0.928571428571429	0.928571428571429	0.75	2225	2794	2516	22	8	10	0.863636363636364	0.75	1	2287	2483.5	3275	2012-10-23	3.53456536618754	"Low"
"607"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	41	0.731707317073171	2194	2050	0.666666666666667	0.8	1988	2205	0.609756097560976	1	14	14	13	0.714285714285714	0.857142857142857	0.615384615384615	2203	2166	2182	22	8	11	0.818181818181818	0.625	0.636363636363636	2007.5	1972	2427	2013-04-27	3.02532511978097	"Low"
"608"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	41	0.829268292682927	2363	3396	0.857142857142857	0.8	2510	2368	0.51219512195122	0	14	14	13	0.857142857142857	0.857142857142857	0.769230769230769	2047	2897.5	2244	22	8	11	0.909090909090909	0.5	0.909090909090909	2141.5	1899.5	4086.5	2013-03-14	3.14579055441478	"Low"
"609"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	39	0.923076923076923	2244.5	NA	0.9	0.947368421052632	2281.5	2242	0.461538461538462	0	14	13	12	1	1	0.75	2255	1924	2292	22	8	9	0.863636363636364	1	1	2006	2408	2268	2012-08-02	3.75906913073237	"Low"
"610"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_imp"	41	41	0.975609756097561	2132	NA	0.952380952380952	1	2161	2238.5	0.51219512195122	0	14	14	13	1	1	0.923076923076923	2238.5	2557	2064	22	8	11	0.954545454545455	1	1	2064	2267.5	2535	2012-09-06	3.66324435318275	"Low"
"611"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_preg"	41	40	0.875	2601	2619	0.9	0.85	2608	2447.5	0.375	1	14	13	13	0.928571428571429	0.846153846153846	0.846153846153846	2507	2485	2864	22	7	11	0.909090909090909	0.857142857142857	0.818181818181818	2496	2349	2964	2013-03-20	3.12936344969199	"Low"
"612"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_preg"	41	41	0.829268292682927	2183.5	2680	0.761904761904762	0.9	2194	2194	0.51219512195122	0	14	14	13	0.857142857142857	0.857142857142857	0.769230769230769	2187	2280.5	2180.5	22	8	11	0.818181818181818	0.75	0.909090909090909	2053.5	2195.5	2478	2013-03-03	3.17590691307324	"Low"
"613"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_preg"	41	41	0.853658536585366	2048	4064	0.80952380952381	0.9	2063	2029.5	0.48780487804878	0	14	14	13	0.928571428571429	0.857142857142857	0.769230769230769	1933	2096.5	2070.5	22	8	11	0.863636363636364	0.75	0.909090909090909	1809	2549	2482	2012-12-16	3.38672142368241	"Low"
"614"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_preg"	41	40	0.925	2337	NA	0.95	0.9	2246	2660.5	0.4	0	14	13	13	0.928571428571429	1	0.846153846153846	1978	2606	2701	21	8	11	0.904761904761905	0.875	1	2069	3357	2606	2013-04-20	3.0444900752909	"Low"
"615"	"cayetano"	"2016-05-06"	"Espanol_Grupo2_preg"	41	41	0.926829268292683	1762	NA	0.904761904761905	0.95	1666	1916	0.463414634146341	0	14	14	13	0.928571428571429	1	0.846153846153846	1677	1835.5	1765	22	8	11	0.909090909090909	0.875	1	1638	2211	1965	2012-07-17	3.80287474332649	"Low"
"616"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo2_preg"	41	40	0.675	3085	2481	0.6	0.75	2544.5	3562	0.2	1	14	14	12	0.642857142857143	0.714285714285714	0.666666666666667	2728	3336.5	3465.5	21	8	11	0.714285714285714	0.75	0.545454545454545	2996	2825	3587.5	2013-03-09	3.17864476386037	"Mid"
"617"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo1_imp"	41	41	0.902439024390244	1844	3634	0.952380952380952	0.85	1844	2199	0.560975609756098	0	14	14	13	0.928571428571429	0.928571428571429	0.846153846153846	1424	1753	2429	22	8	11	0.954545454545455	0.75	0.909090909090909	1477	2232	3450	2013-01-06	3.34839151266256	"Mid"
"618"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo1_imp"	41	40	0.875	3319	3700	0.85	0.9	3561.5	3190	0.45	0	14	14	12	0.928571428571429	0.857142857142857	0.833333333333333	3581	3197	3253.5	22	8	10	0.909090909090909	0.75	0.9	2880	3482.5	4073	2012-08-29	3.70431211498973	"Mid"
"619"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo1_imp"	41	41	0.975609756097561	2604	NA	1	0.95	2522	2751	0.48780487804878	0	14	14	13	0.928571428571429	1	1	2468	2429	3264	22	8	11	1	0.875	1	2092	2695	4017	2012-04-06	4.10130047912389	"Mid"
"619b"	"pestalozzi"	"2016-05-13"	"Espanol_Grupo1_imp"	41	40	0.9	2288.5	5334	0.85	0.95	2340.5	2546	0.475	0	13	14	13	1	0.857142857142857	0.846153846153846	1883	2288.5	3565	22	7	11	1	0.571428571428571	0.909090909090909	1890	2670.5	3299	2012-09-13	3.66324435318275	"Mid"
"620"	"pestalozzi"	"2016-05-14"	"Espanol_Grupo1_preg"	41	39	0.769230769230769	2293	2163	0.8	0.736842105263158	2097.5	2323	0.41025641025641	0	14	12	13	0.857142857142857	0.75	0.692307692307692	2350	2428	2221	21	8	10	0.857142857142857	0.5	0.8	1862	2712.5	2868.5	2012-10-13	3.58384668035592	"Mid"
"621"	"pestalozzi"	"2016-05-14"	"Espanol_Grupo1_preg"	41	41	0.878048780487805	2065.5	1801	0.952380952380952	0.8	1977	2065.5	0.48780487804878	0	14	14	13	0.928571428571429	0.785714285714286	0.923076923076923	2386	1977	1952	22	8	11	0.954545454545455	0.625	0.909090909090909	1835	2386	2460.5	2012-10-02	3.61396303901437	"Mid"
"650"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	36	0.972222222222222	2956	NA	1	0.944444444444444	2769.5	3095	0.5	0	13	10	13	0.923076923076923	1	1	3159	2731.5	2956	20	6	10	0.95	1	1	2692	3095	3913.5	2012-12-11	3.4113620807666	"Mid"
"651"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	41	0.975609756097561	2483	NA	0.952380952380952	1	2441	2547	0.48780487804878	0	14	14	13	0.928571428571429	1	1	2391	2615.5	2332	22	8	11	1	1	0.909090909090909	2101.5	2720	2916	2012-11-12	3.49075975359343	"Mid"
"652"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	39	0.769230769230769	2345	2635	0.8	0.736842105263158	2549.5	2229	0.358974358974359	1	14	14	11	0.857142857142857	0.785714285714286	0.636363636363636	2227	2956	2662	20	8	11	0.9	0.5	0.727272727272727	2118	2793	2809	2012-08-13	3.73990417522245	"Mid"
"653"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	36	0.861111111111111	2783	3313	0.777777777777778	0.944444444444444	2772	2954	0.5	0	13	11	12	0.923076923076923	0.818181818181818	0.833333333333333	2438.5	2783	3653	21	7	8	0.952380952380952	0.714285714285714	0.75	2808.5	2592	2782.5	2012-03-24	4.12867898699521	"Mid"
"654"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	37	0.945945945945946	2034	NA	0.947368421052632	0.944444444444444	2006	2213	0.594594594594595	0	14	14	9	0.857142857142857	1	1	1768	2235	2034	19	8	10	1	0.875	0.9	2000	2081	2862	2012-08-14	3.73716632443532	"Mid"
"655"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	41	0.878048780487805	1943	2798	0.904761904761905	0.85	1998	2031.5	0.585365853658537	0	14	14	13	1	0.857142857142857	0.769230769230769	2209.5	1756.5	1910.5	22	8	11	0.909090909090909	0.875	0.818181818181818	1827.5	1913	2244	2012-07-24	3.79466119096509	"Mid"
"666"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	41	0.926829268292683	2081	NA	0.904761904761905	0.95	1888	2439	0.585365853658537	0	14	14	13	0.928571428571429	0.928571428571429	0.923076923076923	1882	2391	2006	22	8	11	0.954545454545455	1	0.818181818181818	1795	2312	2494	2012-12-30	3.35934291581109	"Mid"
"667"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	39	0.948717948717949	2056	NA	0.95	0.947368421052632	1885.5	2311	0.538461538461538	0	14	13	12	1	0.923076923076923	0.916666666666667	1728	2274.5	2056	21	8	10	0.952380952380952	0.875	1	1833	2054	2734	2012-09-24	3.6249144421629	"Mid"
"668"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	41	0.975609756097561	1923.5	NA	0.952380952380952	1	1895	2248.5	0.536585365853659	0	14	14	13	1	1	0.923076923076923	1923.5	2165	1892	22	8	11	0.954545454545455	1	1	1739	2301	2631	2013-04-24	3.0444900752909	"Mid"
"669"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	39	1	1880	NA	1	1	1852	1985	0.512820512820513	0	13	14	12	1	1	1	1864	1984	1960	21	8	10	1	1	1	1664	2087	2553.5	2012-10-24	3.54277891854894	"Mid"
"670"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	39	0.974358974358974	2351.5	NA	1	0.947368421052632	2337	2654	0.564102564102564	0	14	13	12	0.928571428571429	1	1	2246	2359	2824	21	8	10	1	0.875	1	2102	3147	2755.5	2012-09-04	3.67967145790554	"Mid"
"671"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	40	1	2154.5	NA	1	1	1982.5	2250.5	0.525	0	14	14	12	1	1	1	1883	2262	2352	21	8	11	1	1	1	1927	2137	2924	2012-08-18	3.72621492128679	"Mid"
"672"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	41	39	0.923076923076923	2493	NA	0.95	0.894736842105263	2130	2879	0.564102564102564	0	14	12	13	1	0.916666666666667	0.846153846153846	2743	2235	2379	22	8	9	0.909090909090909	1	0.888888888888889	2217	2775.5	3032	2013-01-01	3.35386721423682	"Mid"
"673"	"pestalozzi"	"2016-05-10"	"Espanol_Grupo1_imp"	40	40	0.925	2213	NA	0.9	0.95	2155	2370	0.55	0	14	13	13	1	0.846153846153846	0.923076923076923	2100.5	2337	2256	22	8	10	0.909090909090909	1	0.9	2088	2308	3212	2013-01-12	3.32375085557837	"Mid"
"674"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_imp"	40	39	1	1794	NA	1	1	1786	1865	0.538461538461538	0	14	13	12	1	1	1	1792	1819	1828	22	8	9	1	1	1	1738.5	1806.5	2922	2012-07-10	3.83572895277207	"Mid"
"675"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	36	1	2215	NA	1	1	2189	2243	0.527777777777778	0	14	10	12	1	1	1	2683	1881	2163.5	21	7	8	1	1	1	1910	2494	3183.5	2012-08-22	3.71800136892539	"Mid"
"676"	"pestalozzi"	"2016-05-11"	"Espanol_Grupo1_preg"	41	39	0.794871794871795	2414	2601	0.85	0.736842105263158	2601	2414	0.538461538461538	0	14	13	12	0.857142857142857	0.846153846153846	0.666666666666667	2337.5	2341	3038.5	21	8	10	0.857142857142857	0.75	0.7	2315	3254	2414	2013-03-16	3.15400410677618	"Mid"
